emb_type,m,n,k,best_C,train_acc,test_acc,language
SVD,9,1,9,1.2742749857031337,0.6769144773616546,0.7587939698492462,russian
skipgram,2,1,20,5.455594781168514,0.7722222222222223,0.765,english
svd,1,1,20,0.01,1.0,1.0,vietnamese
SVD,1,1,7,1.2742749857031337,0.9768339768339768,1.0,german
svd,2,2,7,0.01,0.9877777777777778,1.0,french
