emb_type,m,n,k,best_C,train_acc,test_acc,language
SVD,1,1,12,0.01,0.9755555555555556,0.995,russian
skipgram,3,1,13,0.4832930238571752,0.6298157453936348,0.7014925373134329,english
cbow,1,2,20,8.858667904100823,0.8888888888888888,1.0,vietnamese
SVD,11,1,3,5.455594781168514,0.7327777777777778,0.74,german
cbow,2,1,10,3.359818286283781,0.7372222222222222,0.81,french
