emb_type,m,n,k,best_C,train_acc,test_acc,language
SVD,1,2,13,0.01,0.9522222222222222,0.975,russian
SVD,12,1,17,0.0428133239871939,0.6844444444444444,0.755,english
cbow,5,2,8,0.7847599703514611,0.9292035398230089,1.0,vietnamese
skipgram,14,2,18,37.92690190732246,0.977635782747604,0.9714285714285714,german
svd,3,2,5,14.38449888287663,0.8536729857819905,0.8617021276595744,french
