emb_type,m,n,k,best_C,train_acc,test_acc,language
SVD,2,2,17,0.01,0.952054794520548,0.956140350877193,russian
skipgram,6,2,19,0.7847599703514611,0.865,0.895,english
cbow,2,2,19,0.7847599703514611,0.9277777777777778,1.0,vietnamese
skipgram,9,2,18,37.92690190732246,0.8753799392097265,0.945945945945946,german
svd,1,2,11,2.06913808111479,0.84,0.86,french
