emb_type,m,n,k,best_C,train_acc,test_acc,language
SVD,8,3,9,3.359818286283781,0.6638888888888889,0.7,russian
SVD,8,2,8,0.069519279617756,0.6588888888888889,0.695,english
skipgram,1,3,6,8.858667904100823,0.9778761061946902,1.0,vietnamese
SVD,3,2,8,0.1832980710832435,0.8429035752979415,0.8737864077669902,german
cbow,1,4,6,0.069519279617756,0.9322333529758398,0.9576719576719576,french
