emb_type,m,n,k,best_C,train_acc,test_acc,language
skipgram,1,4,10,2.06913808111479,0.3143304270064833,0.3501006036217304,russian
SVD,4,5,5,3.359818286283781,0.3092369477911647,0.3373493975903614,english
skipgram,2,2,7,61.58482110660261,0.3148148148148148,0.4666666666666667,vietnamese
skipgram,2,3,8,37.92690190732246,0.3524173027989822,0.3549618320610687,german
skipgram,2,5,5,2.06913808111479,0.3816937957065345,0.4394904458598726,french
