emb_type,m,n,k,best_C,train_acc,test_acc,language
skipgram,1,2,8,0.069519279617756,0.9760786943885535,0.9879275653923542,russian
skipgram,2,5,6,0.4832930238571752,0.7936297279362973,0.8571428571428571,english
skipgram,8,3,8,0.01,0.8222222222222222,0.9333333333333332,vietnamese
SVD,1,5,5,0.01,0.7914072229140723,0.8770949720670391,german
cbow,7,7,10,0.01,0.7912243453644727,0.832271762208068,french
