emb_type,m,n,k,best_C,train_acc,test_acc,language
SVD,5,2,6,8.858667904100823,0.632,0.6353591160220995,russian
skipgram,2,3,9,0.01,0.7616666666666667,0.795,english
skipgram,8,8,7,0.069519279617756,0.9444444444444444,1.0,vietnamese
skipgram,1,2,8,14.38449888287663,0.7416666666666667,0.765,german
cbow,1,8,5,0.069519279617756,0.9666666666666668,0.975,french
