emb_type,m,n,best_C,train_acc,test_acc
cbow,1,2,1438.449888287663,0.715,0.7
skipgram,1,2,100000.0,0.9527777777777777,0.925
svd,1,2,18329.807108324338,0.8761111111111111,0.89
cbow,1,3,100000.0,0.7833333333333333,0.745
skipgram,1,3,100000.0,0.9538888888888889,0.935
svd,1,3,18329.807108324338,0.995,0.985
cbow,1,4,100000.0,0.9861111111111112,0.985
skipgram,1,4,100000.0,0.99,0.99
svd,1,4,48.32930238571752,1.0,0.995
cbow,1,5,100000.0,0.995,0.985
skipgram,1,5,42813.32398719387,0.9988888888888889,0.995
svd,1,5,3.79269019073225,1.0,1.0
cbow,1,6,100000.0,0.9977777777777778,0.995
skipgram,1,6,0.12742749857031335,0.9972222222222222,1.0
svd,1,6,0.01,1.0,1.0
cbow,1,7,615.8482110660254,0.9961111111111111,0.995
skipgram,1,7,112.88378916846884,0.9983333333333333,1.0
svd,1,7,615.8482110660254,1.0,1.0
cbow,1,8,263.6650898730355,0.9961111111111111,1.0
skipgram,1,8,112.88378916846884,0.995,1.0
svd,1,8,3359.818286283781,0.9983333333333333,0.99
cbow,2,2,20.69138081114788,0.9577777777777777,0.935
skipgram,2,2,100000.0,0.8905555555555555,0.885
svd,2,2,100000.0,0.9077777777777778,0.92
cbow,2,3,615.8482110660254,0.9344444444444444,0.935
skipgram,2,3,7847.5997035146065,0.8766666666666667,0.885
svd,2,3,18329.807108324338,0.9883333333333333,0.98
cbow,2,4,615.8482110660254,0.9538888888888889,0.945
skipgram,2,4,18329.807108324338,0.9305555555555556,0.935
svd,2,4,112.88378916846884,1.0,1.0
cbow,2,5,615.8482110660254,0.99,1.0
skipgram,2,5,112.88378916846884,0.9877777777777778,0.99
svd,2,5,263.6650898730355,1.0,1.0
cbow,2,6,48.32930238571752,0.9955555555555555,1.0
skipgram,2,6,112.88378916846884,0.9944444444444445,0.995
svd,2,6,263.6650898730355,0.9922222222222222,1.0
cbow,2,7,42813.32398719387,0.9938888888888889,0.995
skipgram,2,7,18329.807108324338,0.9888888888888889,0.995
svd,2,7,7847.5997035146065,0.9844444444444445,0.98
cbow,2,8,1438.449888287663,0.9844444444444445,0.985
skipgram,2,8,263.6650898730355,0.9811111111111112,0.985
svd,2,8,112.88378916846884,0.9716666666666667,0.99
cbow,3,2,7847.5997035146065,0.9311111111111111,0.93
skipgram,3,2,112.88378916846884,0.9366666666666666,0.945
svd,3,2,7847.5997035146065,0.9627777777777777,0.97
cbow,3,3,48.32930238571752,0.7977777777777778,0.79
skipgram,3,3,112.88378916846884,0.8877777777777778,0.88
svd,3,3,18329.807108324338,0.9955555555555555,0.995
cbow,3,4,615.8482110660254,0.9933333333333333,1.0
skipgram,3,4,0.023357214690901226,0.9933333333333333,0.995
svd,3,4,1438.449888287663,0.9972222222222222,0.995
cbow,3,5,615.8482110660254,0.9966666666666667,0.99
