emb_type,m,n,best_C,train_acc,test_acc,lang
cbow,6,2,7847.5997035146065,0.9716088328075708,1.0,ru
skipgram,3,4,0.1274274985703133,0.8187134502923976,0.8888888888888888,en
cbow,7,2,1438.449888287663,0.9662921348314608,0.9737827715355806,ger
cbow,15,2,263.6650898730355,0.9648148148148148,1.0,vn
svd,4,2,48.32930238571752,0.9559792843691148,0.9809322033898306,fr
