emb_type,m,n,k,best_C,train_acc,test_acc,language
SVD,6,5,8,0.7847599703514611,0.555,0.625,russian
SVD,3,4,8,0.0162377673918872,0.6513198281154082,0.7016574585635359,english
svd,7,4,8,0.1832980710832435,0.9026548672566372,1.0,vietnamese
SVD,5,5,4,0.0263665089873035,0.7995642701525054,0.8137254901960784,german
cbow,2,5,8,0.2976351441631317,0.9244837758112094,0.9735449735449736,french
