emb_type,m,n,best_C,train_acc,test_acc
skipgram,4,5,0.01,0.9261111111111111,0.9
SVD,4,6,0.6951927961775606,0.9216666666666666,0.915
cbow,4,6,0.01,0.9327777777777778,0.915
skipgram,4,6,0.01,0.9305555555555556,0.925
SVD,4,7,1.623776739188721,0.9116666666666666,0.91
cbow,4,7,0.0545559478116852,0.9211111111111111,0.94
skipgram,4,7,0.023357214690901226,0.93,0.905
SVD,4,8,3.79269019073225,0.9166666666666666,0.895
cbow,4,8,0.12742749857031335,0.9183333333333333,0.925
skipgram,4,8,0.0545559478116852,0.9227777777777778,0.94
SVD,5,2,0.01,0.5033333333333333,0.525
cbow,5,2,263.6650898730355,0.95,0.965
skipgram,5,2,8.858667904100823,0.9688888888888889,0.965
SVD,5,3,0.023357214690901226,0.9227777777777778,0.93
cbow,5,3,0.01,0.9455555555555556,0.915
skipgram,5,3,0.023357214690901226,0.9288888888888889,0.91
SVD,5,4,0.023357214690901226,0.9361111111111111,0.93
cbow,5,4,0.01,0.935,0.955
skipgram,5,4,0.01,0.9394444444444444,0.95
SVD,5,5,0.0545559478116852,0.9294444444444444,0.92
cbow,5,5,0.01,0.9338888888888889,0.955
skipgram,5,5,0.01,0.9355555555555556,0.945
SVD,5,6,0.12742749857031335,0.9205555555555556,0.915
cbow,5,6,0.023357214690901226,0.9261111111111111,0.895
skipgram,5,6,0.01,0.9277777777777778,0.935
SVD,5,7,0.6951927961775606,0.9127777777777778,0.935
cbow,5,7,0.023357214690901226,0.9205555555555556,0.91
skipgram,5,7,0.0545559478116852,0.9244444444444444,0.94
SVD,5,8,1.623776739188721,0.9033333333333333,0.87
cbow,5,8,0.12742749857031335,0.9244444444444444,0.955
skipgram,5,8,0.12742749857031335,0.93,0.92
SVD,6,2,3.79269019073225,0.76,0.76
cbow,6,2,3.79269019073225,0.945,0.94
skipgram,6,2,615.8482110660254,0.9611111111111111,0.985
SVD,6,3,0.0545559478116852,0.93,0.94
cbow,6,3,0.01,0.9283333333333333,0.945
skipgram,6,3,0.01,0.9238888888888889,0.925
SVD,6,4,0.023357214690901226,0.9255555555555556,0.91
cbow,6,4,0.01,0.935,0.925
skipgram,6,4,0.01,0.9305555555555556,0.945
SVD,6,5,0.12742749857031335,0.9177777777777778,0.92
cbow,6,5,0.01,0.9322222222222222,0.925
skipgram,6,5,0.01,0.9244444444444444,0.93
SVD,6,6,0.0545559478116852,0.9272222222222222,0.89
cbow,6,6,0.01,0.9316666666666666,0.93
skipgram,6,6,0.01,0.935,0.945
SVD,6,7,0.29763514416313175,0.92,0.93
cbow,6,7,0.023357214690901226,0.9238888888888889,0.925
skipgram,6,7,0.023357214690901226,0.9338888888888889,0.89
SVD,6,8,8.858667904100823,0.9127777777777778,0.94
cbow,6,8,0.0545559478116852,0.9216666666666666,0.94
skipgram,6,8,0.12742749857031335,0.9238888888888889,0.935
SVD,7,2,8.858667904100823,0.5438888888888889,0.505
cbow,7,2,615.8482110660254,0.9544444444444444,0.935
skipgram,7,2,20.69138081114788,0.9461111111111111,0.925
SVD,7,3,0.0545559478116852,0.9422222222222222,0.945
cbow,7,3,0.01,0.9405555555555556,0.95
skipgram,7,3,0.01,0.9444444444444444,0.945
SVD,7,4,0.023357214690901226,0.9233333333333333,0.9
cbow,7,4,0.01,0.9322222222222222,0.91
skipgram,7,4,0.01,0.94,0.905
SVD,7,5,0.0545559478116852,0.93,0.95
cbow,7,5,0.01,0.9344444444444444,0.915
skipgram,7,5,0.01,0.9383333333333334,0.96
SVD,7,6,8.858667904100823,0.9283333333333333,0.92
cbow,7,6,0.023357214690901226,0.9222222222222223,0.94
skipgram,7,6,0.0545559478116852,0.9294444444444444,0.885
SVD,7,7,20.69138081114788,0.9027777777777778,0.895
cbow,7,7,0.0545559478116852,0.9261111111111111,0.94
skipgram,7,7,0.6951927961775606,0.9233333333333333,0.895
SVD,7,8,8.858667904100823,0.9116666666666666,0.915
cbow,7,8,0.29763514416313175,0.9238888888888889,0.935
