emb_type,m,n,k,best_C,train_acc,test_acc,language
skipgram,1,3,5,14.38449888287663,0.5316342499441091,0.5311871227364185,russian
cbow,1,6,5,0.0428133239871939,0.3264764432647644,0.3154761904761904,english
skipgram,2,3,5,8.858667904100823,0.3111111111111111,0.4666666666666667,vietnamese
SVD,4,2,10,0.069519279617756,0.2373188405797101,0.3641304347826087,german
cbow,1,7,7,0.4832930238571752,0.3852323661240858,0.4033970276008493,french
