train,1,SVD,nofraglit,13,1,20,23.653118682526305,0.0,101.81303670997393,0.0,1
train,1001,SVD,nofraglit,13,1,20,24.322470232142322,0.0,101.81247418153468,0.0,1
train,1002,SVD,nofraglit,13,1,20,21.82292374942498,0.0,101.8121480109628,0.0,1
train,1003,SVD,nofraglit,13,1,20,25.695032827827706,0.0,101.81268825690202,0.0,1
train,1008,SVD,nofraglit,13,1,20,20.426282385469975,0.0,101.81313814991748,0.0,1
train,1012,SVD,nofraglit,13,1,20,25.85306910022969,0.0,101.81219774111044,0.0,1
train,1013,SVD,nofraglit,13,1,20,26.70207043620668,0.0,101.8131114307405,0.0,1
train,1014,SVD,nofraglit,13,1,20,18.65018935090894,0.0,101.81192531597264,0.0,1
train,1022,SVD,nofraglit,13,1,20,33.34197664351421,0.0,101.81124486767897,0.0,1
train,1029,SVD,nofraglit,13,1,20,29.83714719962546,0.0,101.81313250471673,0.0,1
train,1031,SVD,nofraglit,13,1,20,26.36247066155156,0.0,101.8130058841013,0.0,1
test,1010,SVD,nofraglit,13,1,20,29.902014666402234,0.0,101.81319943917,0.0,1
test,1016,SVD,nofraglit,13,1,20,33.3746580880761,0.0,101.81290473636858,0.0,1
test,1017,SVD,nofraglit,13,1,20,32.18066268539774,0.0,101.81290599782758,0.0,1
test,1025,SVD,nofraglit,13,1,20,24.10314318120521,0.0,101.81155058856504,0.0,1
test,1027,SVD,nofraglit,13,1,20,32.09509553806814,0.0,101.81317854432399,0.0,1
test,1030,SVD,nofraglit,13,1,20,26.569007883349077,0.0,101.81209242792035,0.0,1
test,1038,SVD,nofraglit,13,1,20,24.996135500334795,0.0,101.81243835769737,0.0,1
test,1054,SVD,nofraglit,13,1,20,23.422578907045516,0.0,101.81196445151296,0.0,1
test,1055,SVD,nofraglit,13,1,20,26.477772235100726,0.0,101.81213147763246,0.0,1
test,107,SVD,nofraglit,13,1,20,32.96869804640835,0.0,101.81228731467182,0.0,1
test,1099,SVD,nofraglit,13,1,20,21.58233695839576,0.0,101.81301788953542,0.0,1
train,1034,SVD,nofraglit,13,1,20,29.773757701116416,0.0,101.81287826935711,0.0,1
train,1035,SVD,nofraglit,13,1,20,28.107429570975203,0.0,101.81207288806631,0.0,1
