train,1001,skipgram,newlit,3,1,16,1.5561888809336695,0.0,6.041463960807939,0.0,1
train,10012,skipgram,newlit,3,1,16,1.6401666734184852,0.0,5.256081576338179,0.0,1
train,10017,skipgram,newlit,3,1,16,1.435493594428626,0.0,4.974835616201472,0.0,1
train,1002,skipgram,newlit,3,1,16,1.704172362305707,0.0,6.349943221628817,0.0,1
train,10022,skipgram,newlit,3,1,16,1.5348253701974797,0.0,5.880728185317971,0.0,1
train,10026,skipgram,newlit,3,1,16,1.80561302817394,0.0,5.360828007220915,0.0,1
train,10031,skipgram,newlit,3,1,16,1.7919045623591956,0.0,5.497036241086866,0.0,1
train,10032,skipgram,newlit,3,1,16,1.7593227765560846,0.0,5.845260260432178,0.0,1
train,10042,skipgram,newlit,3,1,16,1.7061539819209686,0.0,6.136429093499667,0.0,1
train,10045,skipgram,newlit,3,1,16,1.5247877836105141,0.0,5.756530524078506,0.0,1
train,10049,skipgram,newlit,3,1,16,1.5399941692072576,0.0,6.256836100255049,0.0,1
test,10033,skipgram,newlit,3,1,16,1.7159716897396868,0.0,5.605494333461176,0.0,1
test,10056,skipgram,newlit,3,1,16,1.6236480621881157,0.0,6.3578609052734905,0.0,1
test,10058,skipgram,newlit,3,1,16,1.684563162879741,0.0,5.946405550176883,0.0,1
test,10082,skipgram,newlit,3,1,16,1.7957742581504523,0.0,5.433645789271561,0.0,1
test,10084,skipgram,newlit,3,1,16,1.555825620946136,0.0,5.489588096466203,0.0,1
test,10122,skipgram,newlit,3,1,16,1.5049293019685472,0.0,4.986582299729863,0.0,1
test,10155,skipgram,newlit,3,1,16,1.594120995350939,0.0,6.234477896807266,0.0,1
test,10181,skipgram,newlit,3,1,16,1.684673216288618,0.0,5.516203456739717,0.0,1
test,10204,skipgram,newlit,3,1,16,1.886042690530489,0.0,5.383121109188988,0.0,1
test,10250,skipgram,newlit,3,1,16,1.6146054688066247,0.0,6.220867584560623,0.0,1
test,10268,skipgram,newlit,3,1,16,1.5204995779045212,0.0,6.436711082513781,0.0,1
train,10050,skipgram,newlit,3,1,16,1.5486830346883629,0.0,5.723904443519671,0.0,1
train,10053,skipgram,newlit,3,1,16,1.5696527519160572,0.0,5.36696430123821,0.0,1
train,10055,skipgram,newlit,3,1,16,1.716472109261331,0.0,6.838503943154185,0.0,1
train,10075,skipgram,newlit,3,1,16,1.7509287617669314,0.0,5.85070935623299,0.0,1
train,10081,skipgram,newlit,3,1,16,1.557995643543332,0.0,5.515829429721902,0.0,1
train,10105,skipgram,newlit,3,1,16,1.6029263639174183,0.0,5.950877255884886,0.0,1
train,10109,skipgram,newlit,3,1,16,1.913332427278226,0.0,5.480773935956685,0.0,1
train,10110,skipgram,newlit,3,1,16,1.5404766437635549,0.0,6.7255895078098,0.0,1
