emb_type,m,n,k,best_C,train_acc,test_acc
SVD,1,2,5,0.29763514416313175,0.5005555555555555,0.495
cbow,1,2,5,0.01,0.5005555555555555,0.495
skipgram,1,2,5,0.06951927961775606,0.5772222222222222,0.61
SVD,1,2,6,0.7847599703514611,0.5005555555555555,0.495
cbow,1,2,6,0.01,0.5005555555555555,0.495
skipgram,1,2,6,0.016237767391887217,0.5038888888888889,0.495
SVD,1,2,7,8.858667904100823,0.5005555555555555,0.495
cbow,1,2,7,0.016237767391887217,0.5005555555555555,0.495
skipgram,1,2,7,0.29763514416313175,0.5005555555555555,0.495
SVD,1,2,8,3.359818286283781,0.5005555555555555,0.495
cbow,1,2,8,0.01,0.5005555555555555,0.495
skipgram,1,2,8,0.18329807108324356,0.5005555555555555,0.495
SVD,1,2,9,0.04281332398719394,0.5005555555555555,0.495
cbow,1,2,9,0.01,0.5005555555555555,0.495
skipgram,1,2,9,0.18329807108324356,0.5005555555555555,0.495
SVD,1,2,10,0.18329807108324356,0.5005555555555555,0.495
cbow,1,2,10,0.01,0.5005555555555555,0.495
skipgram,1,2,10,0.7847599703514611,0.5005555555555555,0.495
SVD,1,3,5,0.7847599703514611,0.5005555555555555,0.495
cbow,1,3,5,0.026366508987303583,0.5005555555555555,0.495
skipgram,1,3,5,1.2742749857031335,0.5016666666666667,0.51
SVD,1,3,6,0.18329807108324356,0.5005555555555555,0.495
cbow,1,3,6,5.455594781168514,0.5005555555555555,0.495
skipgram,1,3,6,0.18329807108324356,0.6266666666666667,0.605
SVD,1,3,7,0.7847599703514611,0.5005555555555555,0.495
cbow,1,3,7,0.016237767391887217,0.5005555555555555,0.495
skipgram,1,3,7,0.026366508987303583,0.6761111111111111,0.67
SVD,1,3,8,2.06913808111479,0.5005555555555555,0.495
cbow,1,3,8,0.01,0.5005555555555555,0.495
skipgram,1,3,8,0.016237767391887217,0.5161111111111111,0.455
SVD,1,3,9,0.06951927961775606,0.5788888888888889,0.575
cbow,1,3,9,0.06951927961775606,0.5005555555555555,0.495
skipgram,1,3,9,0.01,0.4911111111111111,0.495
SVD,1,3,10,3.359818286283781,0.7322222222222222,0.735
cbow,1,3,10,0.01,0.5005555555555555,0.495
skipgram,1,3,10,0.18329807108324356,0.5005555555555555,0.495
SVD,1,4,5,0.06951927961775606,0.5005555555555555,0.495
cbow,1,4,5,0.29763514416313175,0.6644444444444444,0.615
skipgram,1,4,5,0.11288378916846889,0.49944444444444447,0.505
SVD,1,4,6,5.455594781168514,0.5005555555555555,0.495
cbow,1,4,6,0.016237767391887217,0.4961111111111111,0.49
skipgram,1,4,6,37.92690190732246,0.5011111111111111,0.505
SVD,1,4,7,0.18329807108324356,0.5005555555555555,0.495
cbow,1,4,7,0.04281332398719394,0.5005555555555555,0.495
skipgram,1,4,7,0.29763514416313175,0.5016666666666667,0.505
SVD,1,4,8,0.4832930238571752,0.5005555555555555,0.495
cbow,1,4,8,0.026366508987303583,0.5005555555555555,0.495
skipgram,1,4,8,1.2742749857031335,0.6144444444444445,0.57
SVD,1,4,9,0.11288378916846889,0.5005555555555555,0.495
cbow,1,4,9,0.026366508987303583,0.5005555555555555,0.495
