emb_type,m,n,k,best_C,train_acc,test_acc,language
SVD,5,8,10,0.01,0.9100055897149244,0.949748743718593,russian
skipgram,1,6,2,0.01,0.8153846153846154,0.8461538461538461,english
svd,6,2,8,3.359818286283781,0.8477777777777777,0.865,vietnamese
SVD,1,5,2,5.455594781168514,0.9548286604361372,1.0,german
skipgram,1,8,6,0.7847599703514611,0.8438888888888889,0.815,french
