emb_type,m,n,k,best_C,train_acc,test_acc,language
SVD,1,8,8,0.7847599703514611,0.9633333333333334,0.98,russian
SVD,5,7,4,1.2742749857031337,0.6599664991624791,0.746268656716418,english
cbow,7,8,2,0.2976351441631317,0.5944444444444444,0.8,vietnamese
cbow,2,6,10,0.0162377673918872,0.6711111111111111,0.65,german
skipgram,1,6,2,0.0162377673918872,0.605,0.595,french
