train,2025,cbow,splitlit,1,2,5,0.7251271584215898,0.004931406436123349,2.263196234292304
train,2583,cbow,splitlit,1,2,5,0.695192032467293,0.002201902132300283,2.469340421841816
train,2184,cbow,splitlit,1,2,5,0.7033916200548785,0.0015513071180722252,2.371672337300083
train,668,cbow,splitlit,1,2,5,0.6388329200319345,0.0014873811508806928,2.2859109946188494
train,1084,cbow,splitlit,1,2,5,0.6636139282895827,0.0022264985832484057,2.205245078555129
train,2764,cbow,splitlit,1,2,5,0.7656564218483514,0.0032081821991899726,2.3603093939688113
train,1476,cbow,splitlit,1,2,5,0.6585469371751346,0.0029072079757346742,2.204728557174599
train,1283,cbow,splitlit,1,2,5,0.6989102382315265,0.004039334316303081,2.5765951125273014
train,744,cbow,splitlit,1,2,5,0.7334008230134689,0.0009333501367988162,2.4381338446634837
train,3352,cbow,splitlit,1,2,5,0.5419979120575056,0.0012182929155753982,2.0823110614731815
train,3050,cbow,splitlit,1,2,5,0.6552253180247563,0.0029883384704589844,2.15123725815233
test,3309,cbow,splitlit,1,2,5,0.7572681418778469,0.0009045451879501343,2.441684438296896
test,2931,cbow,splitlit,1,2,5,0.660395551163503,0.004028907073205986,2.2124947058895748
test,1661,cbow,splitlit,1,2,5,0.621660216396191,0.003562664985656738,2.2215416724405417
test,475,cbow,splitlit,1,2,5,0.6287202069246665,0.003000688552856445,2.3289455180850367
test,2190,cbow,splitlit,1,2,5,0.5561626342701411,0.001632338947843489,1.993366079871756
test,2791,cbow,splitlit,1,2,5,0.7252790814144683,0.00395548720361563,3.1960047202132396
test,3179,cbow,splitlit,1,2,5,0.6795154870646345,0.0008511261949027595,2.2584448493323763
test,1636,cbow,splitlit,1,2,5,0.639257985168748,0.0016950607299804688,2.158356411523264
test,1537,cbow,splitlit,1,2,5,0.7582002568681752,0.003282927476199911,2.4502641635451776
test,946,cbow,splitlit,1,2,5,0.7004772927557481,0.00273808587739299,2.5442493021845394
test,2482,cbow,splitlit,1,2,5,0.6911660645487387,0.0005509138107299804,2.5656676561543077
test,198,cbow,splitlit,1,2,5,0.6943486226540017,0.0015752017498016357,2.3507574273213145
test,1165,cbow,splitlit,1,2,5,0.7640983937603087,0.0019358788974378192,2.588738719558795
test,2846,cbow,splitlit,1,2,5,0.7251501091215795,0.0011973512761870868,2.4733373545251554
test,1316,cbow,splitlit,1,2,5,0.6876608664643403,0.002842549963544015,2.515597150269852
test,1315,cbow,splitlit,1,2,5,0.7660813880716961,0.008063385044409229,2.547359342166989
test,43,cbow,splitlit,1,2,5,0.697116757998702,0.002600808371041618,2.6411955624338126
test,2090,cbow,splitlit,1,2,5,0.7188928028264401,0.0029347291335869497,2.3190430353626605
test,1000,cbow,splitlit,1,2,5,0.6354739175316716,0.00559983658131733,2.2724190590551663
test,1918,cbow,splitlit,1,2,5,0.6902631030157839,0.002591657654543261,2.343624177981119
test,3783,cbow,splitlit,1,2,5,0.7373603644022311,0.0009814678392618746,2.5209735447848685
train,655,cbow,splitlit,1,2,5,0.7375407364701474,0.002604282875202101,2.5610952951339696
train,3796,cbow,splitlit,1,2,5,0.6980897877339677,0.001878790557384491,2.5335864089094757
train,3909,cbow,splitlit,1,2,5,0.6640500887704421,0.004191744327545166,2.228833722246905
train,4005,cbow,splitlit,1,2,5,0.7020050677502334,0.002749575178083886,2.331120723648339
train,2673,cbow,splitlit,1,2,5,0.5879732481540798,0.0010991588447015412,2.010362940987312
train,3293,cbow,splitlit,1,2,5,0.7030752400016931,0.004135118923722465,2.415225364644597
train,882,cbow,splitlit,1,2,5,0.6902919772482725,0.003048558835381343,2.310321744330092
train,667,cbow,splitlit,1,2,5,0.7310264753556949,0.0006167581471994436,2.4054611723651687
train,675,cbow,splitlit,1,2,5,0.6013016953358606,0.0034967478976487706,2.1170985523003845
train,735,cbow,splitlit,1,2,5,0.7367877103197074,0.002332186698913574,2.529062374270702
test,1725,cbow,splitlit,1,2,5,0.5991803719971115,0.0008461236953735352,2.0908707924185967
test,1345,cbow,splitlit,1,2,5,0.6361960118816383,0.003795798185281617,2.380560044675145
test,3415,cbow,splitlit,1,2,5,0.7571360506151426,0.0035832327860722602,2.3833405164411454
test,3962,cbow,splitlit,1,2,5,0.6835280789431708,0.0019701200431816585,2.303481990673105
test,4120,cbow,splitlit,1,2,5,0.7215428800025346,0.0030295014666715794,2.3360510326809765
test,157,cbow,splitlit,1,2,5,0.6840352458245944,0.0008402466773986816,2.173219380337911
test,1976,cbow,splitlit,1,2,5,0.7613510383522404,0.00963223726921778,2.4070584713335434
test,2715,cbow,splitlit,1,2,5,0.7692940939769001,0.002360714183907498,2.7456205874539945
test,1417,cbow,splitlit,1,2,5,0.7607599000309024,0.004314329129038631,2.4103237654259053
test,2209,cbow,splitlit,1,2,5,0.712504545631381,0.0014165633107456406,2.658121604945005
train,2285,cbow,splitlit,1,2,5,0.6659333769243835,0.002230880399552661,2.208387503834831
train,1475,cbow,splitlit,1,2,5,0.6153127263442133,0.010266916558897641,2.157643788622073
train,599,cbow,splitlit,1,2,5,0.6793421630698007,0.004235255718231201,2.411994075760148
train,3431,cbow,splitlit,1,2,5,0.709459823356607,0.0014868518356351067,3.466546617869234
train,545,cbow,splitlit,1,2,5,0.8707741340963988,0.007545042298463497,2.7712540778271046
train,1818,cbow,splitlit,1,2,5,0.7774088556302526,0.004517739049216575,2.4859644442337765
train,2287,cbow,splitlit,1,2,5,0.6689740531936196,0.0015195608139038086,2.169219802869164
train,1367,cbow,splitlit,1,2,5,0.7912476360857857,0.005284226360343256,2.659158569660538
train,3399,cbow,splitlit,1,2,5,0.7165860886198044,0.00227024130314924,2.6259763797887237
train,3733,cbow,splitlit,1,2,5,0.6806051881567485,0.005929803729120718,2.507755703832582
train,872,cbow,splitlit,1,2,5,0.7109929755440767,0.036651209985765085,1.9433285058049559
