train,9353,newlit,skipgram,4,3,0.8169201341192273,0.442199008105716
train,3977,newlit,skipgram,4,3,0.5356732447764087,0.5106838442302015
train,9171,newlit,skipgram,4,3,0.48293724026488494,0.4681420818351291
train,5325,newlit,skipgram,4,3,0.5668318925483453,0.5329720297873163
train,2572,newlit,skipgram,4,3,0.6755725522460883,0.5791177656687647
train,5546,newlit,skipgram,4,3,0.5872607663972171,0.5456860055278291
train,1380,newlit,skipgram,4,3,0.7296176111645853,0.571489017298603
train,6210,newlit,skipgram,4,3,0.7993028693994739,0.47266069936299815
train,9049,newlit,skipgram,4,3,0.5236928635112514,0.5002530438709243
train,1055,newlit,skipgram,4,3,0.8143068103920437,0.44845292295298084
train,2604,newlit,skipgram,4,3,0.7691423838661405,0.5371402349142207
train,1599,newlit,skipgram,4,3,0.7537854622779303,0.5500053244275183
train,10762,newlit,skipgram,4,3,0.8160757159768813,0.4593549157358584
train,134,newlit,skipgram,4,3,0.7840183642036467,0.5227730385549486
train,2445,newlit,skipgram,4,3,0.5468550031510886,0.518585045487319
train,1014,newlit,skipgram,4,3,0.5120775237254989,0.49219491361112405
train,7575,newlit,skipgram,4,3,0.8044774012675733,0.4780215311380673
train,9141,newlit,skipgram,4,3,0.7893357847977055,0.5078414970239221
train,170,newlit,skipgram,4,3,0.5670413367868334,0.5329683768435143
train,4339,newlit,skipgram,4,3,0.49388380216358685,0.47737088220237384
train,9832,newlit,skipgram,4,3,0.5498929761026291,0.5204384476873867
train,9280,newlit,skipgram,4,3,0.488724011244781,0.47300882534777006
train,10240,newlit,skipgram,4,3,0.7718704527582089,0.5390374196231753
train,3398,newlit,skipgram,4,3,0.6916573455988244,0.5810072449637278
train,2731,newlit,skipgram,4,3,0.5003342867892859,0.48262599415685986
train,2343,newlit,skipgram,4,3,0.5474213907471491,0.5189951160262307
train,6946,newlit,skipgram,4,3,0.7990618429315607,0.47372154264603844
train,3981,newlit,skipgram,4,3,0.586996123782781,0.5452606264754818
train,5091,newlit,skipgram,4,3,0.715845633325457,0.5732243141112996
train,9154,newlit,skipgram,4,3,0.6884608906494547,0.5826316826045056
train,9388,newlit,skipgram,4,3,0.49100972235679086,0.4749648791047798
test,1705,newlit,skipgram,4,3,0.8124804426145354,0.45523266474313046
test,7904,newlit,skipgram,4,3,0.7978130350494446,0.4856284740313077
test,10250,newlit,skipgram,4,3,0.807596912357731,0.47220156583903966
test,5097,newlit,skipgram,4,3,0.806080308411509,0.4613769971689907
test,7945,newlit,skipgram,4,3,0.579886909939448,0.5407942741264292
test,8711,newlit,skipgram,4,3,0.5306941263539352,0.5057892061968029
test,3182,newlit,skipgram,4,3,0.4900339469323818,0.4741451996435727
test,10204,newlit,skipgram,4,3,0.4878326337140503,0.47216569374101736
test,5891,newlit,skipgram,4,3,0.6426521926156848,0.5721374122433798
test,5611,newlit,skipgram,4,3,0.5344274514570916,0.5096421009105108
test,9725,newlit,skipgram,4,3,0.5148815666787105,0.49399075500237233
train,7946,newlit,skipgram,4,3,0.8082960844570324,0.45510531293573825
train,9595,newlit,skipgram,4,3,0.8096032072645588,0.4686458848899284
train,3471,newlit,skipgram,4,3,0.7804623081971616,0.5344287996249488
train,159,newlit,skipgram,4,3,0.4859064102057025,0.47054327653099676
train,3460,newlit,skipgram,4,3,0.5049502506408317,0.4865501040941235
train,2633,newlit,skipgram,4,3,0.7395920917327851,0.5670096937292588
train,6706,newlit,skipgram,4,3,0.7465554983267503,0.5510072311095243
train,119,newlit,skipgram,4,3,0.8087348579905317,0.46137373625641825
train,6549,newlit,skipgram,4,3,0.7133114232202806,0.5752325691660503
train,5697,newlit,skipgram,4,3,0.796419632366686,0.45889199391197033
test,4860,newlit,skipgram,4,3,0.5337379982432561,0.5090066690587276
test,2733,newlit,skipgram,4,3,0.518119024043152,0.49690608640889944
test,70,newlit,skipgram,4,3,0.5209187337883262,0.4990955977964028
test,1138,newlit,skipgram,4,3,0.6353678017829966,0.5684951212604388
test,5018,newlit,skipgram,4,3,0.8042977678228834,0.46744729489492537
test,287,newlit,skipgram,4,3,0.6001588057494953,0.5518498433669337
test,1140,newlit,skipgram,4,3,0.7597756776210594,0.5480526528564055
test,6270,newlit,skipgram,4,3,0.770622859380723,0.5373301255649883
test,3633,newlit,skipgram,4,3,0.6582530639061114,0.571370374123468
test,6917,newlit,skipgram,4,3,0.7539722076150094,0.5546348273056252
train,9746,newlit,skipgram,4,3,0.5431310494172547,0.5157953931499791
train,8147,newlit,skipgram,4,3,0.8005523895922136,0.47713404165703693
train,9194,newlit,skipgram,4,3,0.5734639954592543,0.5365105484319841
train,10442,newlit,skipgram,4,3,0.714112174320672,0.5769996286899097
train,144,newlit,skipgram,4,3,0.668289578442593,0.5775951484701108
train,6851,newlit,skipgram,4,3,0.80338243845352,0.4724940867118677
train,5544,newlit,skipgram,4,3,0.4897436625770586,0.47397403842016855
train,1334,newlit,skipgram,4,3,0.7665345227030954,0.5417092904435824
train,3156,newlit,skipgram,4,3,0.6692779600071298,0.5799384661451848
train,5463,newlit,skipgram,4,3,0.5187121444936299,0.49686257295461383
test,5232,newlit,skipgram,4,3,0.4853267505113374,0.4699946714156015
test,9758,newlit,skipgram,4,3,0.5299113108361847,0.5056854567871921
test,2139,newlit,skipgram,4,3,0.7371623200679728,0.5583204640266408
test,267,newlit,skipgram,4,3,0.5809570221844298,0.5421208948018063
test,6897,newlit,skipgram,4,3,0.7631235367790371,0.5424499644832149
test,3125,newlit,skipgram,4,3,0.8157658307930046,0.4548233031829392
