train,4944,nofraglit,cbow,2,6,0.9286426856035629,0.11524144336227864
train,6115,nofraglit,cbow,2,6,0.9197028642406231,0.13074585487544882
train,4489,nofraglit,cbow,2,6,0.9159125896135751,0.12904630692605717
train,552,nofraglit,cbow,2,6,0.920270410759813,0.12748419133586256
train,2262,nofraglit,cbow,2,6,0.9211101322803251,0.12646294997586421
train,910,nofraglit,cbow,2,6,0.9200441997669792,0.1289928210749821
train,2772,nofraglit,cbow,2,6,0.9142022133129686,0.13396714459600298
train,4487,nofraglit,cbow,2,6,0.9231097674769435,0.12382192833784791
train,6402,nofraglit,cbow,2,6,0.9328174914128118,0.11045299013419393
train,3773,nofraglit,cbow,2,6,0.9172595941573232,0.13275059323122612
train,3855,nofraglit,cbow,2,6,0.9272499600654155,0.11958365355632668
train,5308,nofraglit,cbow,2,6,0.9315185275431979,0.12089614581092012
train,3176,nofraglit,cbow,2,6,0.9247710070396499,0.12223141031635958
train,5901,nofraglit,cbow,2,6,0.9196199483822511,0.12816564432392966
train,3018,nofraglit,cbow,2,6,0.9251486256262715,0.12402743677279159
train,5975,nofraglit,cbow,2,6,0.9201957734141644,0.12718107913266063
train,401,nofraglit,cbow,2,6,0.9378000435333734,0.10400019147371148
train,2111,nofraglit,cbow,2,6,0.915150836087207,0.13683169234085615
train,2104,nofraglit,cbow,2,6,0.9231617711163501,0.12640941270180853
train,3113,nofraglit,cbow,2,6,0.9218825996370179,0.12650854274519313
train,3572,nofraglit,cbow,2,6,0.926783942591885,0.11985661291895276
train,6323,nofraglit,cbow,2,6,0.9275868299973249,0.11650267157884334
train,5169,nofraglit,cbow,2,6,0.8815110804251935,0.184948300620387
train,125,nofraglit,cbow,2,6,0.9246159828474968,0.12326621873131925
train,980,nofraglit,cbow,2,6,0.9159977259904017,0.1363255103929289
train,2716,nofraglit,cbow,2,6,0.9252221777760543,0.12774392603688353
train,3253,nofraglit,cbow,2,6,0.9217412612493593,0.1293848480080624
train,156,nofraglit,cbow,2,6,0.9237551824162334,0.12813448811543177
train,450,nofraglit,cbow,2,6,0.9246979438864344,0.1251869586722473
train,2419,nofraglit,cbow,2,6,0.9266721155789243,0.11796789375401433
train,882,nofraglit,cbow,2,6,0.9360248505872922,0.10578553824856302
train,5082,nofraglit,cbow,2,6,0.9215896708652386,0.12731170422563445
train,5769,nofraglit,cbow,2,6,0.9272134711027173,0.11579857771880994
train,4788,nofraglit,cbow,2,6,0.9263589028283963,0.11856633169842454
